PRIMARY_SAMPLE_UNIT,YEAR,MONTH,DAY,STATION_NR,LAT_DEGREES,LON_DEGREES,DEPTH,UNDERWATER_VISIBILITY,MAPGRID_NR,HABITAT_CD,ZONE_NR,SUBREGION_NR,MPA_NR,SPECIES_NR,SPECIES_CD,LEN,NUM,TIME_SEEN,PROT,STRAT,REGION
013U,2000,5,16,2,24.4552667,-81.8562166,7,8,4936025,SPGR_HR,4,8,22,241,DIO HYST,0,0,1,1,HRRF,FLA KEYS
014U,2000,5,16,2,24.4621333,-81.8407833,6.1,8,4962279,SPGR_HR,4,8,21,176,SCA COER,-9,1,2,1,HRRF,FLA KEYS
015U,2000,5,16,2,24.4593334,-81.8447166,7,8,4954777,SPGR_HR,4,8,21,76,ALU MONO,0,0,1,1,HRRF,FLA KEYS
016U,2000,5,17,2,24.4849167,-81.8785666,4.3,8,4891041,ISOL_MR,2,8,0,706,HAE SPE.,0,0,1,0,MCPR,FLA KEYS
017U,2000,5,17,1,24.475,-81.7118166,16.6,8,5209786,SPGR_LR,4,8,0,15,ALU SCRI,0,0,1,0,FMLR,FLA KEYS
018U,2000,5,17,2,24.5502,-81.7378666,2.1,8,5161077,ISOL_MR,1,8,0,15,ALU SCRI,0,0,1,0,INPR,FLA KEYS
019U,2000,5,17,2,24.5520334,-81.6994833,2.1,8,5232328,ISOL_MR,1,8,20,121,SER RIVO,0,0,1,1,INPR,FLA KEYS
020U,2000,5,17,2,24.5550001,-81.6791333,2.4,8,5273580,ISOL_MR,1,8,0,251,GYM SAXI,0,0,1,0,INPR,FLA KEYS
021U,2000,5,17,2,24.5540667,-81.6845999,2.4,8,5262329,ISOL_MR,1,8,20,301,RAC CANA,0,0,1,1,INPR,FLA KEYS
022U,2000,5,18,2,24.5454,-81.4080166,6.9,8,5787324,SPGR_HR,4,8,16,124,THA BIFA,6,0.5,1,1,HRRF,FLA KEYS
023U,2000,5,18,1,24.5454,-81.4080166,4,8,5787324,SPGR_HR,4,8,16,58,MAL MACR,0,0,1,1,HRRF,FLA KEYS
024U,2000,5,18,2,24.5454,-81.4080166,5.6,8,5787324,SPGR_HR,4,8,16,709,OGC SPE.,0,0,1,1,HRRF,FLA KEYS
025U,2000,6,20,1,24.6137667,-81.1457499,11.7,8,6286111,CONT_LR,4,9,0,735,ALU SPE.,0,0,1,0,FMLR,FLA KEYS
026U,2000,6,20,2,24.6259334,-81.1482499,7.6,8,6278618,CONT_LR,4,9,0,735,ALU SPE.,0,0,1,0,FMLR,FLA KEYS
027U,2000,6,20,2,24.6259334,-81.1182832,8.5,8,6338618,ISOL_MR,3,9,0,184,SPA RADI,0,0,1,0,OFPR,FLA KEYS
028U,2000,6,20,1,24.6244167,-81.1107999,14.9,8,6349867,SPGR_LR,4,9,15,58,MAL MACR,0,0,1,1,FMLR,FLA KEYS
029U,2000,6,20,2,24.6259334,-81.1032999,11.9,8,6364868,CONT_LR,4,9,0,58,MAL MACR,0,0,1,0,FMLR,FLA KEYS
030U,2000,6,21,4,24.4730667,-81.7419666,8.5,8,5153535,SPGR_LR,4,8,0,21,MEL NIGE,0,0,1,0,FMLR,FLA KEYS
031U,2000,6,21,1,24.57575,-81.2905999,10.2,8,6008591,CONT_LR,4,9,0,3,MAL GILL,0,0,1,0,FMLR,FLA KEYS
032U,2000,6,21,1,24.5818333,-81.2656332,10.5,8,6057344,CONT_LR,4,9,0,233,ELA RAND,0,0,1,0,FMLR,FLA KEYS
033U,2000,6,21,2,24.5909667,-81.2556332,7.9,8,6076099,CONT_LR,4,9,0,431,PRI OPHR,0,0,1,0,FMLR,FLA KEYS
034U,2000,6,21,2,24.5864,-81.2456499,11.9,8,6094846,CONT_LR,4,9,0,305,EUT ALLE,0,0,1,0,FMLR,FLA KEYS
035U,2000,6,21,1,24.5864,-81.2381666,16.2,8,6109846,SPGR_LR,4,9,0,253,EPI ITAJ,0,0,1,0,FMLR,FLA KEYS
036U,2000,6,21,1,24.6260333,-81.1094666,6.4,8,6353618,SPGR_HR,4,9,15,126,LUT APOD,27.5,1.75,1,1,HRRF,FLA KEYS
037U,2000,6,21,1,24.626,-81.1093999,6.4,8,6353618,SPGR_HR,4,9,15,393,ACA MARI,0,0,1,1,HRRF,FLA KEYS
038U,2000,6,22,2,24.4453834,-81.9244999,6.1,8,4804770,SPGR_LR,4,8,0,166,STE LEUC,4,2,1,0,FMLR,FLA KEYS
039U,2000,6,22,2,24.5742334,-81.2980999,11,8,5997340,ISOL_MR,3,9,0,21,MEL NIGE,0,0,1,0,OFPR,FLA KEYS
041U,2000,6,22,2,24.6244167,-81.2356666,8.2,8,6113617,ISOL_MR,2,9,0,21,MEL NIGE,0,0,1,0,MCPR,FLA KEYS
042U,2000,6,22,1,24.6061667,-81.1907166,8.5,8,6199857,CONT_LR,4,9,0,3,MAL GILL,0,0,1,0,FMLR,FLA KEYS
043U,2000,6,22,2,24.6120667,-81.1704832,7.6,8,6237361,ISOL_LR,4,9,0,117,HAL POEY,0,0,1,0,FMLR,FLA KEYS
044U,2000,6,22,2,24.6320834,-81.0885332,4.3,8,6394872,CONT_LR,4,9,0,91,HAE CARB,13.5,0.25,1,0,FSLR,FLA KEYS
045U,2000,6,22,1,24.6320167,-81.0885999,5,8,6394872,CONT_LR,4,9,0,18,CAN MACR,0,0,1,0,FSLR,FLA KEYS
046U,2000,6,27,2,24.6860667,-80.9629666,4.1,8,6631151,SPGR_HR,4,9,14,305,EUT ALLE,0,0,1,1,HRRF,FLA KEYS
047U,2000,6,27,2,24.6860667,-80.9629666,3.8,8,6631151,SPGR_HR,4,9,14,97,HAE PLUM,15,0.5,1,1,HRRF,FLA KEYS
048U,2000,6,27,2,24.6982834,-80.9699666,6.6,8,6619908,ISOL_MR,2,9,0,233,ELA RAND,0,0,1,0,MCPR,FLA KEYS
049U,2000,6,27,2,24.6982834,-80.9699666,6.1,8,6619908,ISOL_MR,2,9,0,393,ACA MARI,0,0,1,0,MCPR,FLA KEYS
050U,2000,6,27,1,24.7217,-80.8410833,7.3,8,6863671,ISOL_LR,4,9,0,120,XYR NOVA,0,0,1,0,FMLR,FLA KEYS
052U,2000,6,28,1,24.7642667,-80.7561666,7,8,7024945,CONT_LR,4,9,13,97,HAE PLUM,5,3,1,1,FMLR,FLA KEYS
053U,2000,6,28,2,24.7627501,-80.7561666,9.5,8,7024944,CONT_LR,4,9,13,90,HAE AURO,0,0,1,1,FMLR,FLA KEYS
054U,2000,6,28,1,24.745,-80.7824833,7.8,8,6972434,SPGR_LR,4,9,0,711,CAL SPE.,0,0,1,0,FMLR,FLA KEYS
055U,2000,6,28,1,24.745,-80.7824833,7.9,8,6972434,SPGR_LR,4,9,0,95,HAE MELA,0,0,1,0,FMLR,FLA KEYS
056U,2000,6,28,2,24.7870667,-80.7037166,8.8,8,7122458,CONT_LR,4,10,0,341,CTE SAEP,0,0,1,0,FMLR,FLA KEYS
057U,2000,6,29,1,24.8463833,-80.6188166,10.2,8,7283740,SPGR_LR,4,10,12,91,HAE CARB,0,0,1,1,FMLR,FLA KEYS
058U,2000,6,29,1,24.8494334,-80.6163166,7.6,8,7287492,SPGR_LR,4,10,12,204,HYP CHLO,0,0,1,1,FMLR,FLA KEYS
059U,2000,6,29,1,24.8462667,-80.6227832,3.7,8,7276240,SPGR_HR,4,10,12,414,MYC ACUT,0,0,1,1,HRRF,FLA KEYS
060U,2000,6,29,1,24.8083501,-80.6762499,13.4,8,7174969,SPGR_LR,4,10,0,31,BOT LUNA,0,0,1,0,FMLR,FLA KEYS
061U,2000,6,29,1,24.8205167,-80.6662666,9.9,8,7193726,CONT_LR,4,10,0,386,CAR LUGU,0,0,1,0,FMLR,FLA KEYS
062U,2000,6,29,1,24.8296334,-80.6537666,8.8,8,7216231,CONT_LR,4,10,0,427,PRI PECT,0,0,1,0,FMLR,FLA KEYS
063U,2000,6,30,4,24.4729667,-81.7427499,9.8,8,5149784,SPGR_LR,4,8,0,99,SYA MICR,0,0,1,0,FMLR,FLA KEYS
064U,2000,6,30,4,24.47875,-81.7264832,9.8,8,5179788,SPGR_LR,4,8,20,105,SEL VOME,0,0,1,1,FMLR,FLA KEYS
065U,2000,6,30,4,24.4784834,-81.7199333,9.8,8,5194787,SPGR_LR,4,8,20,206,HYP GUTT,0,0,1,1,FMLR,FLA KEYS
066U,2000,7,1,4,24.5215834,-81.5312666,10.7,8,5551061,SPGR_LR,4,8,0,34,ALE CILI,0,0,1,0,FMLR,FLA KEYS
067U,2000,7,1,3,24.52255,-81.5149666,9.8,8,5584811,CONT_LR,4,8,0,105,SEL VOME,0,0,1,0,FMLR,FLA KEYS
068U,2000,7,1,4,24.5303167,-81.4832499,11.3,8,5644816,SPGR_LR,4,8,0,435,ENC NIGR,0,0,1,0,FMLR,FLA KEYS
069U,2000,7,11,1,24.8962834,-80.6160666,4.6,8,7287518,ISOL_MR,2,10,0,126,LUT APOD,10,4.5,1,0,MCPR,FLA KEYS
070U,2000,7,11,1,24.9046167,-80.6148999,2.7,8,7291273,ISOL_MR,2,10,11,60,PAR MARN,0,0,1,1,MCPR,FLA KEYS
071U,2000,7,11,2,24.9046167,-80.6148999,3.8,8,7291273,ISOL_MR,2,10,11,21,MEL NIGE,0,0,1,1,MCPR,FLA KEYS
072U,2000,7,11,2,24.9011834,-80.6163166,3.5,8,7287521,ISOL_MR,2,10,0,60,PAR MARN,0,0,1,0,MCPR,FLA KEYS
073U,2000,7,11,2,24.9072667,-80.6287999,1.5,8,7265024,ISOL_MR,1,10,0,243,SPH SPEN,0,0,1,0,INPR,FLA KEYS
074U,2000,7,11,1,24.90575,-80.6262999,2.7,8,7268773,ISOL_MR,1,10,0,165,STE ADUS,0,0,1,0,INPR,FLA KEYS
075U,2000,7,11,2,24.9072667,-80.6138166,4.3,8,7291274,ISOL_MR,2,10,0,198,EPI ADSC,7,0.5,1,0,MCPR,FLA KEYS
076U,2000,7,12,2,24.86465,-80.58635,11.7,8,7343751,SPGR_LR,4,10,0,150,PEM SCHO,0,0,1,0,FMLR,FLA KEYS
077U,2000,7,12,2,24.8753,-80.5713666,13.1,8,7373757,SPGR_LR,4,10,0,53,ACA ASPE,0,0,1,0,FMLR,FLA KEYS
078U,2000,7,12,1,24.8753,-80.5688666,14.6,8,7377507,SPGR_LR,4,10,0,178,SCA GUAC,0,0,1,0,FMLR,FLA KEYS
079U,2000,7,12,2,24.8829167,-80.5888333,4.1,8,7340011,CONT_LR,4,10,0,56,HEM SIMU,0,0,1,0,FSLR,FLA KEYS
081U,2000,7,13,1,24.9349501,-80.5488166,6.4,8,7415040,ISOL_MR,2,10,10,204,HYP CHLO,0,0,1,1,MCPR,FLA KEYS
082U,2000,7,13,1,24.9403001,-80.5484832,5.9,8,7415043,ISOL_MR,2,10,0,395,BRO BARB,0,0,1,0,MCPR,FLA KEYS
083U,2000,7,13,2,24.9494667,-80.5525332,4.9,8,7407548,ISOL_MR,2,10,0,319,AST STEL,0,0,1,0,MCPR,FLA KEYS
084U,2000,7,13,1,24.9103167,-80.5563666,6.7,8,7400026,CONT_LR,4,10,0,210,HYP PUEL,0,0,1,0,FSLR,FLA KEYS
085U,2000,7,13,2,25.0074333,-80.4575166,4,8,7587580,ISOL_MR,2,11,0,24,STR TIMU,0,0,1,0,MCPR,FLA KEYS
086U,2000,7,18,2,24.9725834,-80.4464833,7.2,8,7610061,CONT_LR,4,11,0,406,EPI NIVE,0,0,1,0,FMLR,FLA KEYS
087U,2000,7,18,2,24.9756167,-80.4339999,7.3,8,7632562,CONT_LR,4,11,0,45,TRA FALC,0,0,1,0,FMLR,FLA KEYS
088U,2000,7,18,2,24.9786667,-80.4240166,7.3,8,7651314,CONT_LR,4,11,0,124,THA BIFA,7.5,5.75,1,0,FMLR,FLA KEYS
089U,2000,7,18,1,24.9862501,-80.4190166,2.6,8,7662568,CONT_LR,4,11,0,738,CAR SPE.,0,0,1,0,FSLR,FLA KEYS
090U,2000,7,18,1,24.9862501,-80.4143332,7,8,7670068,SPGR_HR,4,11,0,182,SPA AURO,17,1.5,1,0,HRRF,FLA KEYS
091U,2000,7,18,1,24.9865834,-80.4144333,6.6,8,7670068,SPGR_HR,4,11,0,305,EUT ALLE,0,0,1,0,HRRF,FLA KEYS
092U,2000,7,19,2,24.9025334,-80.5309499,13.1,8,7448772,SPGR_LR,4,10,0,174,NIC USTA,0,0,1,0,FMLR,FLA KEYS
093U,2000,7,19,1,24.9033167,-80.5320666,13.6,8,7448772,SPGR_LR,4,10,0,161,CHR MULT,-9,0.5,2,0,FMLR,FLA KEYS
094U,2000,7,19,1,24.9222334,-80.5061999,7,8,7497533,CONT_LR,4,10,9,214,MYC BONA,30,0.5,1,1,FMLR,FLA KEYS
095U,2000,7,19,1,24.9220667,-80.5064333,7.6,8,7497533,CONT_LR,4,10,9,10,APO PSEU,0,0,1,1,FMLR,FLA KEYS
096U,2000,7,19,1,24.9521167,-80.4594166,6.6,8,7583799,CONT_LR,4,10,7,163,MIC CHRY,11,0.25,1,1,FMLR,FLA KEYS
097U,2000,7,19,1,24.95375,-80.4618666,4.9,8,7580050,CONT_LR,4,10,7,57,LAB NUCH,0,0,1,1,FSLR,FLA KEYS
098U,2000,7,20,2,24.9771334,-80.4190166,15.9,8,7662563,SPGR_LR,4,11,0,437,LIO MOWB,0,0,1,0,FMLR,FLA KEYS
099U,2000,7,20,1,24.9923167,-80.4040332,18.4,8,7688822,SPGR_LR,4,11,0,319,AST STEL,0,0,1,0,FMLR,FLA KEYS
100U,2000,7,20,2,25.0120667,-80.4290166,4,8,7643833,ISOL_MR,2,11,0,225,ARC RHOM,0,0,1,0,MCPR,FLA KEYS
101U,2000,7,20,1,25.0211667,-80.3990333,4.6,8,7700088,CONT_LR,4,11,0,3,MAL GILL,0,0,1,0,FSLR,FLA KEYS
102U,2000,7,20,1,25.0135833,-80.3740666,2.3,8,7745083,RUBB_LR,4,11,6,111,CLE PARR,0,0,1,1,FSLR,FLA KEYS
103U,2000,7,20,1,25.0302833,-80.3640833,9,8,7763843,ISOL_MR,3,11,0,154,HOL TRIC,10,0.5,1,0,OFPR,FLA KEYS
104U,2000,7,24,3,24.4903334,-81.6649833,8.2,8,5299794,SPGR_LR,4,8,19,59,MAL TRIA,5,1,1,1,FMLR,FLA KEYS
105U,2000,7,24,1,24.4908333,-81.6619666,8.5,8,5303544,SPGR_LR,4,8,19,169,STE VARI,7,1,1,1,FMLR,FLA KEYS
106U,2000,7,25,2,24.4732167,-81.7436666,5.5,8,5149785,SPGR_HR,4,8,0,16,BAL CAPR,0,0,1,0,HRRF,FLA KEYS
107U,2000,7,25,1,24.4872834,-81.6758999,9.1,8,5277292,CONT_LR,4,8,0,242,EMB BAHA,0,0,1,0,FMLR,FLA KEYS
108U,2000,7,25,2,24.51335,-81.5597666,8.5,8,5498556,CONT_LR,4,8,0,16,BAL CAPR,0,0,1,0,FMLR,FLA KEYS
109U,2000,7,26,3,24.5459834,-81.4022833,5.8,8,5798574,SPGR_HR,4,8,16,231,DIP HOLB,0,0,1,1,HRRF,FLA KEYS
110U,2000,7,26,1,24.5441334,-81.4096833,8.8,8,5783573,SPGR_HR,4,8,16,225,ARC RHOM,0,0,1,1,HRRF,FLA KEYS
111U,2000,7,27,3,24.5654334,-81.3931833,7.3,8,5813585,ISOL_MR,3,8,17,225,ARC RHOM,0,0,1,1,OFPR,FLA KEYS
112U,2000,7,27,2,24.5664167,-81.3891833,9.5,8,5821085,ISOL_MR,3,8,17,319,AST STEL,0,0,1,1,OFPR,FLA KEYS
113U,2000,7,28,2,24.5627,-81.4012499,7.9,8,5798583,ISOL_MR,3,8,0,211,HYP TANN,0,0,1,0,OFPR,FLA KEYS
114U,2000,7,28,3,24.5635834,-81.3983999,7.6,8,5806084,ISOL_MR,3,8,0,119,XYR MART,0,0,1,0,OFPR,FLA KEYS
115U,2000,7,29,3,24.5228,-81.5143999,6.4,8,5584812,SPGR_HR,4,8,0,158,CHR CYAN,2,2,1,0,HRRF,FLA KEYS
116U,2000,7,29,3,24.562,-81.3363332,9.8,8,5922333,SPGR_LR,4,8,0,94,HAE MACR,0,0,1,0,FMLR,FLA KEYS
117U,2000,7,30,1,24.5509667,-81.6904999,4.3,8,5251078,ISOL_MR,1,8,20,338,COR PUNC,0,0,1,1,INPR,FLA KEYS
118U,2000,7,31,3,24.56105,-81.6648166,3.1,8,5299833,ISOL_MR,1,8,0,97,HAE PLUM,0,0,1,0,INPR,FLA KEYS
119U,2000,7,31,2,24.5544667,-81.6847833,3.4,8,5262329,ISOL_MR,1,8,20,18,CAN MACR,0,0,1,1,INPR,FLA KEYS
120U,2000,7,31,1,24.5549334,-81.67755,3.1,8,5273580,ISOL_MR,1,8,0,383,ALP AFER,0,0,1,0,INPR,FLA KEYS
121U,2000,8,1,4,24.4814167,-81.7250499,5.2,8,5183539,RUBB_LR,4,8,20,100,HAE STRI,0,0,1,1,FSLR,FLA KEYS
122U,2000,8,1,3,24.4827333,-81.7163666,2.7,8,5202290,RUBB_LR,4,8,20,259,LAG RHOM,0,0,1,1,FSLR,FLA KEYS
123U,2000,8,1,3,24.4996333,-81.7195999,9.1,8,5194799,ISOL_MR,2,8,20,124,THA BIFA,6,10,1,1,MCPR,FLA KEYS
124U,2000,8,2,1,24.4480667,-81.9769833,15.7,8,4703521,CONT_LR,4,8,0,259,LAG RHOM,0,0,1,0,FMLR,FLA KEYS
125U,2000,8,2,1,24.4433833,-81.96505,15.8,8,4726019,CONT_LR,4,8,0,48,CHA CAPI,7,0.5,1,0,FMLR,FLA KEYS
126U,2000,8,2,2,24.4536333,-81.8529832,17.7,8,4939774,SPGR_LR,4,8,0,218,MYC VENE,28,0.5,1,0,FMLR,FLA KEYS
127U,2000,8,2,2,24.4965,-81.7087832,6.4,8,5213547,ISOL_MR,3,8,20,93,HAE FLAV,15,7.5,1,1,OFPR,FLA KEYS
128U,2000,8,2,1,24.4999167,-81.7023333,5.8,8,5228549,ISOL_MR,3,8,20,98,HAE SCIU,9,1.5,1,1,OFPR,FLA KEYS
129U,2000,8,2,4,24.5055833,-81.7072832,8.2,8,5217302,ISOL_MR,2,8,20,52,AMB PINO,0,0,1,1,MCPR,FLA KEYS
130U,2000,8,3,1,24.4587,-81.8396166,17.7,8,4966027,SPGR_LR,4,8,0,198,EPI ADSC,0,0,1,0,FMLR,FLA KEYS
131U,2000,8,3,2,24.4784667,-81.71725,16.6,8,5198537,SPGR_LR,4,8,20,198,EPI ADSC,0,0,1,1,FMLR,FLA KEYS
132U,2000,8,3,1,24.4966,-81.7059666,6.1,8,5221047,ISOL_MR,3,8,20,152,HOL BERM,8,0.5,1,1,OFPR,FLA KEYS
133U,2000,8,3,1,24.4883334,-81.6760999,7,8,5277293,SPGR_HR,4,8,0,21,MEL NIGE,0,0,1,0,HRRF,FLA KEYS
134U,2000,8,3,1,24.5271,-81.6373333,8.1,8,5352314,ISOL_MR,2,8,0,80,ELA OCEA,2,0.5,1,0,MCPR,FLA KEYS
135U,2000,8,3,2,24.4921,-81.6618499,5,8,5303545,SPGR_HR,4,8,19,44,APO QUAD,0,0,1,1,HRRF,FLA KEYS
136U,2000,8,4,1,24.4799834,-81.7097499,17.4,8,5213538,SPGR_LR,4,8,20,148,LAC TRIG,0,0,1,1,FMLR,FLA KEYS
137U,2000,8,4,2,24.48435,-81.7570999,10.5,8,5123541,CONT_LR,4,8,0,153,HOL CILI,0,0,1,0,FMLR,FLA KEYS
138U,2000,8,4,1,24.4805667,-81.7119499,4.6,8,5209789,SPGR_HR,4,8,20,9,ACA COER,12,18,1,1,HRRF,FLA KEYS
139U,2000,8,4,2,24.4821167,-81.7051499,7,8,5221039,SPGR_HR,4,8,20,222,SER TABA,0,0,1,1,HRRF,FLA KEYS
140U,2000,8,4,2,24.4935334,-81.7137333,8.7,8,5206046,ISOL_MR,3,8,20,143,OPI AURI,0,0,1,1,OFPR,FLA KEYS
141U,2000,8,15,1,25.3298667,-80.2342166,2.9,8,8007759,ISOL_MR,1,12,0,79,ELA MACR,0,0,1,0,INPR,FLA KEYS
142U,2000,8,15,1,25.3344167,-80.2342166,2.7,8,8007761,ISOL_MR,1,12,0,77,GNA THOM,0,0,1,0,INPR,FLA KEYS
143U,2000,8,15,1,25.3183667,-80.1841666,6.4,8,8101503,SPGR_HR,4,12,0,101,HOL ADSC,0,0,1,0,HRRF,FLA KEYS
144U,2000,8,15,2,25.3329,-80.1842666,4,8,8101511,CONT_LR,4,12,0,112,DOR MEGA,0,0,1,0,FSLR,FLA KEYS
145U,2000,8,15,1,25.3496,-80.1842666,6.1,8,8101520,ISOL_MR,2,12,0,183,SPA CHRY,25,1,1,0,MCPR,FLA KEYS
146U,2000,8,15,2,25.3511167,-80.1642832,7.6,8,8139021,ISOL_MR,2,12,0,77,GNA THOM,0,0,1,0,MCPR,FLA KEYS
147U,2000,8,16,2,25.33935,-80.1656999,4.9,8,8135264,SPGR_HR,4,12,0,77,GNA THOM,0,0,1,0,HRRF,FLA KEYS
148U,2000,8,16,1,25.4224667,-80.1567999,3.8,8,8150310,ISOL_MR,2,12,0,180,SCA VETU,0,0,1,0,MCPR,FLA KEYS
149U,2000,8,16,2,25.43765,-80.1917499,3.7,8,8086569,ISOL_MR,1,12,0,103,NEO MARI,0,0,1,0,INPR,FLA KEYS
150U,2000,8,16,2,25.4406834,-80.1892666,3.7,8,8090320,ISOL_MR,1,12,0,108,INE VITT,0,0,1,0,INPR,FLA KEYS
151U,2000,8,16,1,25.3587,-80.1617832,8.7,8,8142775,ISOL_MR,2,12,0,105,SEL VOME,0,0,1,0,MCPR,FLA KEYS
152U,2000,8,16,1,25.3571834,-80.1517999,10.7,8,8161524,ISOL_MR,3,12,0,177,SCA ISER,5,3.5,1,0,OFPR,FLA KEYS
153U,2000,8,29,2,24.5001834,-81.6293666,4.9,8,5367299,SPGR_LR,4,8,0,700,UNK SPE.,0,0,1,0,FSLR,FLA KEYS
154U,2000,8,29,1,24.5046334,-81.5995166,7.6,8,5423552,SPGR_LR,4,8,0,197,DIP FORM,0,0,1,0,FMLR,FLA KEYS
155U,2000,8,29,2,24.5027834,-81.5948832,19.2,8,5431051,SPGR_LR,4,8,0,203,EPI STRI,0,0,1,0,FMLR,FLA KEYS
156U,2000,8,30,1,24.5468667,-81.4054499,2.7,8,5791075,RUBB_LR,4,8,16,700,UNK SPE.,0,0,1,1,FSLR,FLA KEYS
157U,2000,8,30,1,24.5681,-81.3846999,7.3,8,5832336,ISOL_MR,3,8,17,133,OCY CHRY,20,3.75,1,1,OFPR,FLA KEYS
158U,2000,8,30,1,24.6152834,-81.3929832,3.4,8,5817363,ISOL_MR,1,8,18,75,COR PERS,0,0,1,1,INPR,FLA KEYS
159U,2000,8,30,2,24.6152834,-81.3904832,3.1,8,5821113,ISOL_MR,1,8,18,28,LAB GOBI,0,0,1,1,INPR,FLA KEYS
160U,2000,8,30,1,24.6191833,-81.3807999,3.1,8,5839865,ISOL_MR,1,8,0,28,LAB GOBI,0,0,1,0,INPR,FLA KEYS
161U,2000,8,31,2,25.07335,-80.3789499,3.5,8,7737617,ISOL_MR,2,11,0,28,LAB GOBI,0,0,1,0,MCPR,FLA KEYS
162U,2000,8,31,2,24.9300834,-80.4889499,17.7,8,7527537,SPGR_LR,4,10,0,182,SPA AURO,0,0,1,0,FMLR,FLA KEYS
163U,2000,8,31,2,24.9483,-80.4689666,9.5,8,7568797,CONT_LR,4,10,0,11,ATH STIP,0,0,1,0,FMLR,FLA KEYS
164U,2000,8,31,1,24.9527667,-80.4547999,15.2,8,7595050,CONT_LR,4,10,8,144,OPI WHIT,0,0,1,1,FMLR,FLA KEYS
165U,2000,8,31,2,24.9422167,-80.4564833,3.2,8,7591294,RUBB_LR,4,10,0,180,SCA VETU,0,0,1,0,FSLR,FLA KEYS
166U,2000,9,6,2,25.5682667,-80.1043499,5.2,8,8247891,CONT_LR,4,12,0,124,THA BIFA,6,8,1,0,FSLR,FLA KEYS
167U,2000,9,6,2,25.56215,-80.1043499,4.9,8,8247888,CONT_LR,4,12,0,170,PRI AREN,0,0,1,0,FSLR,FLA KEYS
168U,2000,9,6,1,25.5135667,-80.1043499,12.2,8,8251611,CONT_LR,4,12,0,747,LAB SPE.,0,0,1,0,FMLR,FLA KEYS
169U,2000,9,6,2,25.5166,-80.1093499,8.2,8,8240363,CONT_LR,4,12,0,410,SCH BETA,0,0,1,0,FMLR,FLA KEYS
170U,2000,9,6,2,25.55,-80.0993499,10.7,8,8259131,CONT_LR,4,12,0,193,SCO CAVA,0,0,1,0,FMLR,FLA KEYS
171U,2000,9,6,2,25.55455,-80.0993499,14,8,8259134,CONT_LR,4,12,0,423,GOB DILE,0,0,1,0,FMLR,FLA KEYS
172U,2000,9,7,1,25.6598167,-80.0968499,6.7,8,8262942,CONT_LR,4,12,0,8,ACA CHIR,15,0.5,1,0,FMLR,FLA KEYS
173U,2000,9,7,1,25.6932167,-80.0993499,7.2,8,8255461,CONT_LR,4,12,0,214,MYC BONA,0,0,1,0,FMLR,FLA KEYS
174U,2000,9,8,4,24.4754167,-81.8874499,7.6,8,4876036,ISOL_MR,2,8,0,162,CHR SCOT,0,0,1,0,MCPR,FLA KEYS
175U,2000,9,8,3,24.4542834,-81.8895333,6.7,8,4872275,RUBB_LR,4,8,0,15,ALU SCRI,0,0,1,0,FMLR,FLA KEYS
176U,2000,9,8,3,24.4919834,-81.6747833,2.7,8,5281045,RUBB_LR,4,8,0,28,LAB GOBI,0,0,1,0,FSLR,FLA KEYS
177U,2000,9,9,1,24.4891167,-81.6845,7.6,8,5262293,RUBB_LR,4,8,0,379,PRI AQUI,0,0,1,0,FMLR,FLA KEYS
178U,2000,9,9,2,24.5285334,-81.6298833,5.5,8,5363565,ISOL_MR,2,8,0,409,HAL CAUD,0,0,1,0,MCPR,FLA KEYS
179U,2000,9,10,1,24.5215,-81.5814499,4.3,8,5457311,RUBB_LR,4,8,0,382,ANC LYOL,0,0,1,0,FSLR,FLA KEYS
180U,2000,9,10,1,24.52265,-81.5274166,4.9,8,5558561,RUBB_LR,4,8,0,162,CHR SCOT,0,0,1,0,FSLR,FLA KEYS
181U,2000,9,12,1,24.5447001,-81.4094832,7.5,8,5783573,SPGR_HR,4,8,16,157,ABU SAXA,10,130,1,1,HRRF,FLA KEYS
182U,2000,9,12,1,24.5448334,-81.4079999,7.8,8,5787324,SPGR_HR,4,8,16,30,SCA CRIS,0,0,1,1,HRRF,FLA KEYS
183U,2000,9,12,1,24.5453334,-81.4076666,3.7,8,5787324,SPGR_HR,4,8,16,162,CHR SCOT,0,0,1,1,HRRF,FLA KEYS
184U,2000,9,12,1,24.5454667,-81.4080499,3.7,8,5787324,SPGR_HR,4,8,16,246,PRI HIPO,0,0,1,1,HRRF,FLA KEYS
185U,2000,9,12,1,24.5453334,-81.4088332,7.3,8,5783574,SPGR_HR,4,8,16,187,SPA VIRI,-9,1,2,1,HRRF,FLA KEYS
186U,2000,9,12,2,24.5514167,-81.4079333,2.7,8,5787327,RUBB_LR,4,8,16,62,HAR JAGU,0,0,1,1,FSLR,FLA KEYS
187U,2000,9,12,2,24.5699667,-81.3269666,6.7,8,5941087,CONT_LR,4,8,0,143,OPI AURI,0,0,1,0,FMLR,FLA KEYS
188U,2000,9,13,1,25.0730833,-80.3898166,2,8,7715116,ISOL_MR,2,11,0,227,CAL CALA,0,0,1,0,MCPR,FLA KEYS
189U,2000,9,13,1,25.0104833,-80.3739666,5,8,7745082,SPGR_HR,4,11,6,98,HAE SCIU,20,0.5,1,1,HRRF,FLA KEYS
190U,2000,9,13,2,25.0079833,-80.3774499,8.3,8,7741330,SPGR_HR,4,11,6,434,EMM ATLA,0,0,1,1,HRRF,FLA KEYS
